E1,E2,E3,E4,E5
90,-42,-53,-145,-98
154,-38,-39,-139,-89
233,-34,-26,-132,-81
326,-30,-11,-122,-71
429,-24,9,-107,-56
534,-17,33,-90,-36
635,-9,58,-73,-13
723,-2,80,-59,11
794,3,95,-50,31
848,6,104,-45,48
888,7,113,-40,63
920,7,124,-34,78
944,6,139,-26,94
958,6,153,-17,109
957,5,163,-9,120
939,4,165,-3,125
907,1,161,-1,124
871,-3,153,-1,119
840,-8,145,-5,114
823,-11,138,-12,108
818,-12,133,-21,101
817,-11,125,-33,91
806,-9,112,-46,77
770,-7,92,-60,57
703,-9,67,-74,32
607,-15,37,-90,3
489,-26,5,-107,-27
362,-38,-26,-124,-53
242,-50,-54,-138,-74
141,-57,-74,-145,-86
69,-58,-84,-145,-91
30,-55,-84,-139,-88
22,-50,-76,-129,-80
42,-45,-64,-120,-69
82,-42,-51,-112,-58
134,-42,-39,-108,-48
191,-41,-30,-104,-38
243,-40,-23,-101,-30
282,-38,-16,-98,-22
303,-36,-10,-95,-16
308,-36,-4,-93,-12
300,-40,-2,-92,-12
288,-46,-2,-92,-13
280,-52,-7,-92,-17
278,-56,-12,-91,-20
282,-57,-18,-88,-21
290,-54,-21,-85,-19
297,-49,-22,-82,-15
302,-44,-20,-80,-9
303,-40,-18,-78,-3
301,-38,-14,-75,4
297,-37,-11,-73,10
293,-38,-7,-71,15
289,-40,-4,-70,17
288,-43,-1,-71,17
288,-48,0,-75,13
291,-53,1,-82,7
292,-55,1,-90,1
289,-55,1,-96,-2
283,-51,1,-98,-3
274,-45,2,-96,-1
265,-40,3,-91,1
259,-36,4,-86,-1
258,-36,4,-83,-6
262,-36,3,-84,-13
267,-37,2,-87,-20
271,-38,1,-90,-23
273,-38,1,-89,-21
272,-37,3,-85,-16
270,-35,6,-78,-12
268,-33,9,-74,-11
269,-28,11,-73,-14
274,-23,11,-77,-20
281,-18,8,-82,-25
288,-16,5,-87,-28
293,-17,3,-89,-27
294,-21,3,-89,-24
291,-28,4,-88,-20
286,-33,7,-88,-19
281,-35,10,-90,-19
279,-32,13,-92,-20
283,-23,16,-94,-20
290,-12,20,-92,-18
297,-1,25,-86,-16
301,6,31,-79,-14
301,9,36,-70,-15
296,9,39,-62,-16
291,8,40,-56,-17
290,9,39,-52,-15
295,12,38,-50,-11
306,16,40,-50,-5
317,18,45,-51,0
324,17,52,-52,3
325,14,60,-52,2
323,13,66,-52,-1
320,16,69,-51,-6
321,22,71,-50,-11
322,31,74,-50,-16
318,40,79,-49,-22
307,46,89,-49,-30
290,51,104,-48,-42
273,54,123,-46,-54
263,59,145,-41,-66
264,67,168,-35,-74
273,77,191,-28,-79
285,89,211,-20,-81
291,100,230,-12,-80
291,110,246,-2,-78
285,117,261,9,-73
278,122,278,20,-62
275,125,297,31,-42
275,127,319,42,-14
277,128,341,53,21
281,127,362,65,60
282,122,378,80,102
281,114,390,97,144
274,101,396,115,187
262,85,398,132,233
245,67,396,148,284
229,50,389,161,341
214,34,378,172,402
202,21,365,182,465
189,8,350,194,527
172,-5,332,206,585
149,-22,309,216,640
124,-44,279,225,691
104,-71,244,229,740
95,-101,204,232,788
97,-130,164,234,835
105,-156,127,237,880
110,-177,95,240,918
108,-193,68,240,947
101,-206,46,237,964
94,-217,27,228,968
92,-226,9,213,959
96,-233,-11,193,936
105,-238,-36,168,901
117,-241,-71,140,852
131,-244,-116,107,790
144,-249,-171,69,718
157,-255,-229,29,642
168,-261,-286,-12,568
176,-264,-335,-49,503
182,-266,-377,-82,447
188,-265,-413,-111,398
200,-262,-446,-138,347
216,-258,-478,-166,290
237,-253,-505,-195,225
256,-246,-525,-221,158
271,-237,-532,-242,95
282,-227,-527,-253,43
293,-215,-510,-256,3
309,-202,-486,-254,-26
329,-189,-457,-251,-50
347,-176,-427,-248,-70
354,-164,-395,-246,-86
347,-153,-361,-241,-98
327,-143,-327,-231,-104
303,-132,-292,-216,-106
284,-119,-258,-197,-105
277,-103,-225,-177,-106
283,-83,-193,-160,-108
296,-62,-161,-145,-110
306,-43,-129,-133,-110
309,-29,-98,-121,-106
304,-19,-70,-109,-98
296,-12,-47,-97,-88
291,-4,-28,-89,-80
290,5,-15,-85,-73
292,18,-4,-85,-70
294,30,6,-85,-68
292,39,14,-82,-67
286,41,22,-76,-67
280,36,27,-69,-67
279,29,31,-62,-68
282,23,31,-59,-70
288,24,30,-60,-73
293,30,29,-63,-76
294,41,28,-67,-78
293,52,29,-69,-80
293,61,30,-67,-81
294,67,32,-64,-83
297,71,34,-60,-85
296,75,35,-56,-90
289,80,34,-52,-95
278,86,32,-49,-101
267,91,30,-45,-106
263,95,29,-41,-108
268,98,29,-37,-108
279,100,32,-32,-105
288,103,36,-27,-100
290,106,40,-23,-95
282,108,44,-20,-91
270,109,45,-18,-89
261,110,46,-18,-88
261,112,45,-18,-88
269,116,44,-17,-88
279,120,44,-15,-89
286,122,44,-12,-90
284,121,43,-10,-91
276,120,43,-8,-92
267,120,42,-7,-92
262,124,41,-7,-91
263,131,41,-5,-89
267,141,40,-3,-86
271,149,39,-1,-84
271,155,37,1,-85
269,158,34,0,-87
269,160,31,-1,-90
273,161,27,-3,-92
280,161,25,-5,-92
288,160,23,-6,-91
290,158,21,-6,-88
284,154,20,-6,-86
274,150,18,-7,-85
265,148,17,-7,-85
263,148,16,-8,-87
269,149,18,-8,-89
276,151,21,-6,-92
278,153,24,-3,-94
270,154,25,3,-95
255,157,24,9,-95
238,162,20,14,-93
231,168,16,18,-89
235,174,13,20,-85
249,178,14,22,-80
264,180,18,24,-77
272,180,24,27,-75
268,181,27,32,-77
258,181,26,36,-79
247,181,22,38,-82
242,179,17,38,-83
245,176,13,37,-82
251,174,14,35,-78
255,173,19,37,-73
252,175,25,41,-68
243,178,31,46,-63
235,180,34,49,-60
232,178,34,49,-60
237,176,31,44,-62
249,174,29,38,-65
262,176,29,32,-69
270,182,30,30,-71
271,189,30,32,-71
264,193,30,35,-69
252,194,28,37,-66
236,193,24,37,-64
221,193,20,35,-62
207,198,17,32,-61
198,205,17,31,-62
194,209,18,32,-62
193,207,19,34,-63
195,198,19,35,-64
196,187,17,34,-66
194,178,13,31,-68
189,176,9,27,-71
182,178,7,23,-73
175,181,7,19,-73
170,179,10,17,-70
167,175,15,17,-64
165,172,21,20,-54
164,173,27,25,-44
162,181,33,33,-34
157,192,39,42,-27
149,202,46,51,-22
136,207,52,59,-20
121,208,56,64,-20
108,207,58,66,-20
102,208,57,68,-19
105,211,55,69,-17
115,213,52,71,-16
126,212,51,72,-15
131,206,50,71,-17
129,197,50,67,-20
121,187,49,62,-23
111,180,47,56,-26
102,175,45,52,-29
97,171,43,51,-29
93,167,44,53,-27
89,163,48,55,-24
85,162,53,57,-19
82,163,59,56,-13
82,168,61,54,-7
85,175,61,51,0
89,181,59,50,8
91,185,58,54,16
90,188,61,61,22
87,192,66,70,26
86,197,73,77,28
86,201,78,80,27
88,203,80,79,24
88,199,77,74,22
84,190,71,68,19
77,178,66,63,16
70,169,64,60,14
67,164,64,60,10
68,163,66,60,7
74,164,68,59,5
79,164,68,57,3
81,162,66,54,3
79,158,63,52,6
73,154,62,51,11
67,153,62,51,17
64,154,63,53,23
65,157,65,56,29
72,160,66,58,34
81,162,66,61,38
92,164,66,65,41
100,166,65,68,44
104,167,65,71,47
105,166,65,73,48
104,163,65,72,49
104,159,65,70,49
107,153,65,67,49
115,146,67,64,51
125,140,69,61,55
137,134,71,57,60
146,131,74,55,65
153,129,75,54,69
156,132,75,55,73
154,136,76,59,77
148,141,78,64,82
136,143,81,69,89
121,140,84,71,97
105,132,86,70,104
93,125,86,67,109
88,122,83,65,113
90,124,80,67,116
97,131,78,74,118
106,137,80,83,122
113,138,84,91,127
118,134,91,96,132
121,127,99,98,137
124,120,104,97,141
128,118,107,96,144
130,119,106,96,146
131,119,102,98,148
129,115,97,99,152
128,106,92,99,157
129,94,89,97,165
134,85,88,93,172
140,81,88,88,176
141,82,87,83,177
133,86,85,80,174
117,89,83,80,170
97,89,81,83,167
84,86,81,88,169
82,84,83,95,174
92,84,86,102,180
107,86,88,108,186
116,90,88,112,191
116,92,87,113,194
109,91,86,113,198
101,86,86,111,204
99,79,89,110,212
106,74,93,111,221
119,72,97,114,229
131,73,102,119,236
139,76,106,126,243
141,77,110,132,249
142,77,113,135,257
144,76,115,136,263
149,75,117,136,268
153,76,118,137,271
156,78,120,140,274
158,80,122,145,278
158,81,124,150,284
157,80,126,154,291
155,79,128,156,297
152,78,130,158,300
148,78,130,160,299
145,78,131,161,297
148,77,132,161,294
156,73,133,158,292
168,67,134,153,291
178,63,134,150,292
180,61,134,151,292
174,63,134,155,294
163,66,136,161,298
153,69,138,165,304
146,70,141,166,311
144,69,143,164,319
141,69,144,161,325
133,70,145,160,328
122,73,145,162,328
110,75,147,167,328
101,77,149,172,327
96,76,150,175,328
94,72,151,175,329
90,69,149,173,329
84,67,144,173,328
78,66,137,175,324
76,67,130,178,318
80,68,124,180,313
88,67,120,179,311
95,64,116,174,310
94,60,113,165,311
84,55,110,156,310
66,50,105,149,307
45,47,101,146,302
25,45,98,147,297
6,46,97,151,295
-12,48,97,156,297
-29,52,99,159,300
-42,56,100,159,302
-48,59,100,156,300
-47,61,99,150,293
-44,60,98,144,284
-46,58,98,141,274
-58,57,100,142,268
-79,60,104,146,265
-102,66,108,149,264
-118,72,112,150,263
-122,75,114,146,259
-114,73,114,138,252
-100,66,113,130,245
-89,56,112,125,238
-84,49,112,124,234
-85,47,114,128,232
-90,51,116,132,231
-93,57,117,134,229
-94,61,119,132,226
-92,62,118,127,221
-88,60,116,122,214
-85,59,113,119,207
-85,61,110,118,199
-87,68,108,119,192
-92,77,108,120,186
-97,84,110,120,181
-101,85,113,119,177
-101,82,116,119,174
-97,74,118,119,170
-92,66,120,120,165
-89,60,120,121,160
-90,57,119,120,155
-96,58,117,116,151
-101,63,115,110,148
-101,71,112,105,146
-95,79,109,100,144
-86,84,107,97,140
-79,85,104,94,134
-81,83,102,90,126
-91,81,101,86,118
-105,81,103,84,112
-115,86,108,85,109
-115,96,115,90,109
-104,105,123,97,111
-88,111,128,103,111
-74,112,130,105,109
-67,107,128,103,105
-68,101,123,96,101
-74,98,118,89,97
-78,99,115,83,94
-78,102,113,81,92
-78,104,112,82,89
-80,104,112,86,85
-86,102,110,90,81
-94,101,109,92,78
-99,103,109,93,78
-95,108,110,93,80
-83,114,112,92,82
-69,119,114,90,82
-60,121,116,88,78
-60,120,117,85,70
-67,118,117,81,59
-74,118,116,76,49
-75,121,113,72,43
-66,125,109,70,40
-51,130,106,69,40
-38,131,102,70,41
-32,128,99,71,40
-37,120,95,70,35
-48,110,91,66,26
-61,100,83,58,15
-74,92,73,47,1
-84,89,60,33,-13
-93,89,46,21,-27
-104,89,35,11,-39
-115,89,28,7,-45
-124,86,27,10,-44
-126,82,35,19,-36
-112,80,49,32,-26
-77,83,67,45,-15
-20,92,86,57,-8
56,104,102,65,-2
145,119,118,73,7
237,132,133,83,22
325,142,150,98,45
405,149,170,115,73
479,153,191,132,99
549,156,209,145,117
614,158,221,152,126
673,160,228,153,130
719,162,234,154,135
746,164,241,158,144
752,165,251,166,160
737,165,262,175,178
706,164,271,183,194
669,163,274,187,204
633,162,270,186,208
604,161,263,181,206
584,160,256,175,201
569,159,251,167,192
553,155,247,158,179
528,151,241,147,162
491,146,227,134,139
439,140,203,118,110
373,134,171,99,78
291,127,135,79,42
192,119,99,57,8
74,111,67,35,-22
-55,103,42,15,-45
-180,95,23,1,-60
-282,88,13,-7,-66
-342,85,9,-5,-65
-352,85,12,3,-61
-319,90,20,16,-53
-258,97,31,28,-46
-190,104,42,36,-38
-129,108,51,38,-32
-84,106,57,36,-27
-54,101,59,31,-26
-38,94,58,29,-25
-30,90,58,30,-26
-28,90,57,34,-25
-30,91,58,39,-23
-33,93,59,42,-20
-36,93,59,39,-16
-38,90,58,32,-15
-39,86,56,23,-15
-40,84,54,18,-19
-41,84,51,18,-23
-42,86,48,23,-28
-40,89,45,31,-31
-35,90,43,39,-32
-30,90,41,43,-29
-25,88,41,43,-23
-24,85,43,41,-15
-26,81,46,38,-7
-32,78,49,36,0
-38,74,53,33,4
-46,72,57,30,6
-55,72,59,28,5
-63,76,61,27,2
-69,80,62,28,-1
-70,84,62,32,-6
-64,85,62,37,-10
-54,83,62,40,-12
-44,80,61,40,-13
-39,78,59,38,-12
-41,80,57,36,-11
-49,87,57,37,-9
-59,95,57,39,-7
-65,99,60,42,-6
-65,97,63,43,-4
-60,91,65,40,-2
-55,83,65,35,-1
-53,80,62,30,-1
-58,83,57,28,-2
-70,90,53,29,-2
-86,96,53,31,-1
-101,96,55,34,2
-111,90,60,35,8
-114,82,63,35,16
-111,76,64,35,24
-107,76,62,34,30
-107,82,59,34,34
-112,90,57,32,34
-119,94,59,29,32
-124,93,61,25,29
-119,89,64,21,25
-102,85,63,18,21
-78,84,61,16,16
-56,87,59,14,13
-46,90,60,13,11
-53,91,64,12,12
-72,89,72,14,16
-91,87,80,20,20
-101,86,85,28,23
-97,89,87,37,22
-85,93,86,45,20
-75,97,83,49,17
-75,97,82,51,17
-87,96,83,51,21
-103,94,87,52,29
-112,94,92,55,36
-109,97,98,58,40
-97,101,103,62,41
-83,104,106,64,38
-78,105,105,65,35
-84,104,101,66,35
-96,102,96,68,37
-104,101,89,71,39
-102,102,83,73,40
-89,103,78,74,36
-75,104,73,71,28
-69,104,70,66,20
-77,103,69,61,14
-97,100,71,57,15
-119,97,75,57,21
-132,94,82,58,31
-132,90,88,59,39
-122,87,92,59,44
-110,87,94,58,43
-103,92,93,57,38
-106,99,91,59,33
-118,108,90,63,30
-133,115,89,68,31
-145,118,89,73,36
-147,117,89,74,41
-140,112,88,72,44
-125,106,86,69,45
-107,101,84,67,43
-93,99,84,70,41
-87,98,85,76,40
-90,98,87,82,42
-99,100,88,85,44
-108,101,89,85,45
-112,103,89,81,44
-108,105,88,76,41
-100,106,88,72,38
-94,107,88,71,39
-95,108,87,71,41
-102,110,86,71,45
-114,111,83,69,46
-124,110,80,67,43
-130,108,77,64,37
-129,104,77,63,31
-124,100,79,63,28
-117,100,83,65,29
-108,103,86,67,32
-98,110,86,67,35
-91,119,84,67,37
-87,124,81,67,38
-89,125,79,66,39
-95,122,79,67,42
-102,116,82,68,48
-105,114,86,70,53
-102,116,91,73,55
-97,122,94,76,55
-96,129,96,80,52
-100,134,96,84,49
-110,134,95,88,50
-118,130,94,90,53
-119,126,94,89,57
-112,124,96,88,61
-100,125,98,85,63
-89,127,101,83,62
-84,127,104,82,59
-86,126,106,81,56
-90,123,108,82,53
-91,122,108,83,51
-87,125,108,85,51
-81,130,107,88,52
-74,134,107,89,53
-69,133,106,88,53
-65,128,107,85,53
-58,121,109,80,51
-48,117,113,76,49
-40,118,117,75,48
-38,123,121,78,47
-43,129,123,83,49
-54,132,123,90,52
-64,131,123,96,57
-69,127,123,101,63
-67,124,125,103,67
-62,126,129,103,70
-61,131,133,103,69
-66,136,134,103,66
-72,140,130,104,62
-75,140,125,105,58
-69,138,120,106,58
-57,136,118,107,62
-43,138,122,106,68
-32,142,130,104,75
-28,145,137,102,78
-27,146,139,100,77
-28,144,134,99,71
-27,140,124,101,62
-28,137,111,103,53
-32,137,100,105,46
-39,140,95,106,42
-45,144,94,105,40
-46,145,97,102,41
-37,143,101,98,43
-21,141,104,96,45
-6,141,107,97,48
2,143,109,99,50
1,148,112,102,52
-6,151,117,103,53
-12,150,123,104,54
-12,146,128,104,53
-4,140,130,106,53
7,137,129,108,53
16,137,126,111,53
18,140,124,112,53
14,145,123,109,53
7,148,124,102,53
3,148,126,95,54
3,146,129,90,55
9,143,131,88,56
16,140,132,88,56
22,138,131,90,55
22,137,129,92,54
18,138,126,94,54
11,140,124,95,54
8,141,122,96,54
10,141,121,98,55
19,138,121,100,54
33,132,120,101,51
45,128,117,101,48
51,128,114,100,43
49,133,110,99,38
43,141,108,98,35
37,148,107,96,32
37,150,107,95,30
44,146,108,94,29
57,139,108,94,29
70,135,107,96,28
79,135,105,99,28
81,138,103,102,29
79,141,103,103,31
77,143,105,102,32
78,141,106,99,33
84,138,106,96,32
92,135,104,94,30
98,133,100,95,28
101,131,96,97,28
100,128,93,100,31
98,124,92,104,35
97,121,93,108,39
98,122,94,111,40
98,127,95,112,37
96,134,94,109,32
91,141,93,101,27
83,146,91,89,23
75,147,90,76,21
69,145,89,64,20
67,142,89,57,18
67,138,88,54,15
69,134,87,55,10
71,130,85,59,7
71,126,84,62,8
70,124,83,65,10
66,125,82,67,13
59,127,82,68,13
49,131,80,67,8
39,133,77,66,1
32,133,72,64,-7
31,131,68,63,-13
38,128,65,63,-14
49,129,65,64,-11
59,132,67,65,-6
61,138,72,65,-2
52,143,76,63,0
35,145,79,60,0
16,143,81,57,1
2,139,82,56,2
-3,134,82,57,4
2,131,81,61,4
9,130,79,65,3
12,129,75,67,0
4,129,70,65,-4
-13,127,62,61,-7
-33,124,55,57,-8
-49,121,49,53,-7
-53,121,46,50,-5
-45,122,45,47,-5
-30,124,46,44,-8
-16,124,44,39,-15
-8,122,40,33,-24
-7,118,33,30,-33
-9,115,23,30,-39
-8,113,15,32,-41
-4,114,9,36,-40
1,116,8,39,-37
0,117,10,40,-32
-10,116,13,39,-28
-27,112,16,39,-24
-45,106,19,39,-20
-57,102,20,41,-15
-59,101,22,43,-8
-54,102,23,45,1
-47,105,23,46,9
-44,107,20,47,16
-44,108,16,48,19
-46,108,12,49,20
-45,109,9,51,19
-41,109,9,52,20
-37,111,12,52,21
-37,111,18,50,25
-41,111,23,48,28
-48,108,26,47,29
-55,103,27,45,27
-59,97,24,42,23
-61,93,18,39,16
-63,90,12,35,10
-68,91,7,32,6
-77,95,5,31,5
-88,100,7,33,5
-96,105,12,37,6
-99,108,19,40,6
-96,110,24,42,7
-91,109,28,42,7
-85,108,29,44,9
-81,107,29,46,11
-79,107,30,51,13
-81,108,32,55,14
-86,110,37,58,14
-92,111,42,59,13
-98,112,46,59,12
-101,114,51,59,12
-99,117,56,62,14
-95,120,62,66,17
-92,122,71,71,21
-92,123,80,73,24
-96,122,86,72,26
-102,120,89,69,28
-108,119,87,65,29
-110,119,81,63,31
-110,119,74,63,34
-108,119,69,66,36
-108,118,66,71,37
-107,116,67,76,39
-104,114,69,81,39
-97,114,71,84,39
-87,117,71,86,38
-77,120,70,85,36
-74,122,67,83,32
-79,121,64,78,29
-89,116,61,73,26
-98,108,60,69,24
-103,102,60,65,23
-102,98,62,64,24
-96,100,65,65,26
-89,105,69,67,28
-82,110,73,68,29
-75,113,77,69,30
-66,115,82,67,27
-55,118,90,65,21
-46,125,102,64,12
-40,138,118,67,1
-39,153,140,73,-10
-41,169,167,82,-20
-42,181,195,90,-26
-42,188,224,97,-30
-42,190,249,101,-31
-44,189,271,104,-30
-49,188,288,109,-24
-56,188,304,119,-14
-62,188,321,133,3
-65,191,339,152,25
-65,194,360,173,50
-65,199,382,194,79
-68,201,405,213,110
-74,200,426,229,144
-84,193,442,241,182
-94,181,452,250,225
-105,167,454,258,272
-117,153,448,267,321
-133,139,435,277,371
-151,125,417,289,423
-168,109,398,302,476
-179,88,379,313,531
-183,62,359,322,589
-181,33,335,328,649
-180,4,306,331,709
-185,-23,269,331,768
-197,-48,228,331,824
-213,-72,187,331,877
-226,-94,150,330,925
-233,-115,119,329,964
-236,-134,94,326,991
-240,-149,70,319,1005
-250,-159,46,309,1006
-267,-165,21,296,993
-285,-167,-5,281,967
-295,-167,-32,263,928
-292,-169,-61,241,877
-279,-174,-93,212,815
-260,-182,-132,177,743
-246,-195,-177,136,668
-239,-208,-226,93,596
-238,-219,-276,54,531
-239,-225,-325,21,474
-237,-227,-371,-7,421
-230,-225,-415,-33,366
-222,-223,-453,-61,305
-216,-222,-483,-92,237
-213,-222,-503,-122,169
-211,-219,-510,-148,108
-206,-212,-504,-165,59
-196,-199,-488,-175,22
-183,-181,-467,-179,-6
-173,-164,-445,-181,-31
-168,-149,-422,-182,-55
-170,-137,-398,-181,-80
-176,-128,-371,-176,-100
-180,-119,-343,-167,-114
-181,-109,-313,-153,-121
-179,-95,-283,-138,-124
-177,-81,-254,-124,-125
-176,-66,-225,-112,-126
-176,-51,-195,-101,-125
-174,-37,-163,-90,-120
-166,-25,-129,-78,-110
-155,-14,-97,-66,-97
-145,-5,-70,-56,-85
-143,0,-51,-48,-77
-151,3,-39,-43,-72
-165,8,-31,-38,-70
-179,14,-25,-34,-67
-187,22,-16,-31,-62
-187,31,-6,-31,-58
-181,37,3,-33,-58
-177,39,10,-35,-64
-178,38,13,-37,-73
-187,34,12,-34,-82
-201,32,9,-29,-87
-216,32,6,-23,-86
-225,36,5,-20,-82
-224,42,6,-21,-79
-212,49,8,-25,-78
-192,55,10,-30,-80
-172,61,12,-33,-82
-160,67,15,-30,-81
-161,73,19,-23,-75
-175,77,25,-14,-67
-192,80,33,-5,-59
-202,82,41,1,-54
-198,82,47,5,-55
-184,81,49,5,-59
-168,80,48,3,-65
-160,80,46,0,-69
-164,82,43,-1,-69
-177,85,43,0,-67
-191,87,44,5,-63
-199,89,46,10,-58
-202,89,47,15,-56
-203,87,48,18,-57
-206,85,46,16,-62
-213,83,42,12,-68
-219,83,36,5,-74
-217,84,30,-2,-78
-208,87,26,-9,-77
-194,90,23,-13,-73
-184,92,24,-13,-66
-183,92,26,-11,-59
-191,91,30,-5,-54
-201,90,33,2,-53
-207,90,34,8,-56
-206,90,32,11,-62
-200,91,27,10,-70
-195,90,21,6,-80
-196,84,12,-2,-90
-206,77,2,-11,-101
-224,69,-7,-19,-111
-243,64,-12,-24,-116
-259,65,-12,-22,-114
-264,71,-7,-14,-106
-251,78,4,-2,-95
-218,83,16,12,-84
-163,85,29,24,-77
-90,85,40,33,-72
-6,88,53,41,-66
84,96,69,52,-55
173,109,89,66,-36
262,123,112,83,-11
347,132,135,97,15
426,135,154,106,39
494,133,169,110,58
546,132,182,110,74
582,136,194,113,90
603,146,207,121,107
613,157,220,132,125
611,163,230,143,140
597,162,235,150,149
571,155,234,151,153
536,146,229,148,153
503,142,224,145,150
482,143,219,143,145
476,149,215,141,135
479,154,209,136,119
477,154,198,125,95
454,148,181,106,65
399,136,155,82,31
315,124,124,57,-5
209,112,88,34,-39
91,105,52,14,-71
-32,101,18,-2,-99
-153,102,-8,-16,-121
-265,105,-25,-26,-134
-355,108,-31,-33,-138
-410,110,-28,-34,-133
-421,107,-20,-29,-122
-391,101,-9,-19,-109
-334,93,2,-7,-97
-266,88,10,5,-87
-204,88,17,14,-79
-154,93,20,20,-74
-116,99,22,22,-69
-87,104,21,21,-66
-66,103,20,19,-66
-57,98,19,17,-68
-62,91,18,14,-71
-78,85,19,12,-72
-99,84,20,10,-71
-115,87,19,11,-68
-119,92,18,12,-63
-109,96,14,15,-60
-91,98,11,17,-59
-72,96,10,18,-61
-60,92,10,16,-65
-57,88,13,13,-68
-63,84,16,8,-69
-73,82,19,4,-70
-82,80,20,1,-69
-87,80,20,1,-69
-87,80,20,2,-70
-81,80,19,4,-70
-72,81,18,5,-69
-63,82,16,4,-68
-58,82,11,1,-68
-58,79,6,-4,-69
-65,74,1,-8,-70
-75,68,-1,-10,-72
-83,64,1,-10,-71
-87,62,6,-6,-68
-85,65,9,-2,-65
-79,69,10,2,-63
-72,72,6,5,-65
-68,71,0,5,-70
-67,66,-7,4,-77
-67,59,-13,1,-84
-66,53,-16,-1,-88
-61,51,-17,-4,-89
-54,53,-19,-7,-88
-46,57,-22,-11,-86
-39,61,-26,-15,-85
-34,61,-28,-19,-85
-33,58,-29,-21,-85
-34,52,-27,-20,-85
-35,47,-23,-16,-82
-37,45,-19,-11,-77
-37,48,-16,-4,-70
-36,53,-14,1,-63
-33,59,-13,4,-59
-26,61,-13,4,-57
-16,60,-13,3,-59
-3,54,-14,0,-62
9,48,-14,-3,-64
19,44,-15,-4,-65
22,43,-17,-6,-63
18,45,-20,-8,-58
7,46,-24,-12,-54
-6,46,-28,-18,-51
-14,42,-31,-24,-49
-13,37,-33,-30,-49
-1,33,-34,-34,-51
16,30,-37,-35,-54
31,30,-41,-33,-58
36,30,-47,-28,-62
29,31,-52,-21,-63
13,29,-55,-14,-62
-3,24,-54,-7,-58
-12,17,-52,-4,-52
-11,10,-50,-5,-48
-4,6,-51,-11,-46
3,5,-55,-17,-46
8,9,-61,-23,-48
8,16,-65,-25,-50
7,23,-66,-23,-49
8,27,-63,-21,-47
11,27,-60,-20,-44
16,22,-57,-22,-41
18,16,-58,-25,-40
16,9,-60,-27,-40
10,6,-62,-26,-39
2,6,-60,-19,-38
-3,8,-55,-10,-34
-3,13,-47,0,-29
1,17,-41,8,-24
8,19,-39,11,-19
13,18,-41,10,-16
13,13,-46,6,-14
8,6,-50,2,-13
-2,-1,-51,0,-11
-13,-6,-49,-1,-8
-19,-9,-46,-2,-4
-20,-9,-46,-3,-1
-14,-10,-49,-7,1
-4,-13,-56,-13,0
6,-20,-63,-19,-1
13,-26,-70,-25,-3
14,-31,-74,-29,-2
9,-30,-77,-30,1
1,-25,-80,-30,6
-8,-18,-84,-29,11
-15,-14,-88,-29,15
-17,-14,-91,-29,16
-13,-18,-94,-30,15
-7,-24,-96,-32,12
0,-29,-99,-34,10
5,-31,-102,-36,8
6,-31,-104,-36,8
4,-32,-103,-34,9
1,-34,-98,-30,12
0,-38,-90,-26,17
3,-44,-81,-22,23
10,-48,-74,-20,29
19,-52,-71,-19,33
25,-53,-72,-20,35
26,-54,-76,-22,35
21,-56,-81,-24,32
11,-59,-85,-27,30
2,-63,-89,-30,31
-4,-67,-91,-32,35
-5,-69,-91,-33,42
-1,-70,-88,-31,52
4,-68,-83,-28,62
7,-67,-76,-23,72
6,-65,-70,-19,79
3,-65,-66,-16,85
-2,-65,-63,-14,89
-5,-66,-62,-14,92
-6,-66,-61,-15,93
-6,-65,-59,-15,92
-5,-64,-57,-13,92
-3,-61,-55,-10,92
0,-56,-53,-6,94
2,-50,-51,-1,96
3,-45,-50,2,97
2,-41,-48,4,95
-3,-41,-45,4,92
-7,-46,-43,3,89
-7,-53,-42,1,88
-1,-61,-42,-1,90
11,-65,-44,-2,94
25,-65,-48,-2,100
35,-61,-51,-1,104
38,-57,-53,-1,108
33,-54,-53,0,109
23,-55,-51,0,110
14,-57,-48,-1,110
7,-59,-45,-4,110
2,-59,-44,-8,109
-2,-56,-45,-10,107
-7,-52,-46,-9,106
-11,-50,-44,-6,106
-10,-49,-41,-1,108
0,-51,-35,3,111
18,-54,-30,4,112
37,-56,-29,2,111
50,-55,-33,-3,107
53,-52,-41,-8,100
45,-49,-49,-12,92
31,-48,-56,-14,85
